"编号","区","性质","办园类型","办园等级","幼儿园","片区","园区/分园","地址","高德POI名称","高德POI地址","高德经纬度","距西岸网易研发中心","高德搜索链接","联系电话","托班计划","小班计划","对口居委/招生范围","招生类型","置信度","备注","主要来源"
"12","徐汇","公办","公办","二级","阳光幼儿园","龙华/滨江","小班部","龙水南路龙南三村7号","上海市徐汇区阳光幼儿园(小班部)","龙南三村7号","121.458110,31.155090","高德直线约 0.17 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E9%98%B3%E5%85%89%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%B0%8F%E7%8F%AD%E9%83%A8%20%E9%BE%99%E6%B0%B4%E5%8D%97%E8%B7%AF%E9%BE%99%E5%8D%97%E4%B8%89%E6%9D%917%E5%8F%B7","021-34604160","1","3","龙南三四、龙南五、龙南六、龙南七、滨江、樟树苑、东泉、张家园","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"13","徐汇","公办","公办","二级","漕溪新村幼儿园","漕溪/龙漕","中大班部","龙漕路139号","上海市徐汇区漕溪新村幼儿园(中大班部)","龙漕路139号(龙漕路地铁站5号口步行280米)","121.439944,31.169669","高德直线约 2.34 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E6%BC%95%E6%BA%AA%E6%96%B0%E6%9D%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%AD%E5%A4%A7%E7%8F%AD%E9%83%A8%20%E9%BE%99%E6%BC%95%E8%B7%AF139%E5%8F%B7","64823976","1","3","金谷园、南一村一、南一村二、漕溪四村双号、凯翔、龙漕、嘉萱苑、漕东","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"13","徐汇","公办","公办","二级","漕溪新村幼儿园","漕溪/龙漕","小班部","漕东路193号","上海市徐汇区漕溪新村幼儿园(小班部)","漕东路193号(漕溪路地铁站2号口步行480米)","121.438802,31.173226","高德直线约 2.69 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E6%BC%95%E6%BA%AA%E6%96%B0%E6%9D%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%B0%8F%E7%8F%AD%E9%83%A8%20%E6%BC%95%E4%B8%9C%E8%B7%AF193%E5%8F%B7","34616320","1","3","金谷园、南一村一、南一村二、漕溪四村双号、凯翔、龙漕、嘉萱苑、漕东","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"14","徐汇","公办","公办","示范园","望德幼儿园","康健/南站","冠生园","冠生园路28号","上海市徐汇区望德幼儿园(冠生园)","冠生园路28号","121.432425,31.163607","高德直线约 2.66 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E6%9C%9B%E5%BE%B7%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%86%A0%E7%94%9F%E5%9B%AD%20%E5%86%A0%E7%94%9F%E5%9B%AD%E8%B7%AF28%E5%8F%B7","64751426","4","8","康健路、习勤、薛家宅、科苑、九弄、中海、梓树园、月河、宾阳、馨汇南苑、公园道","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"14","徐汇","公办","公办","示范园","望德幼儿园","康健/南站","南宁园","南宁路636号","望徳幼儿园","南宁路636号","121.440552,31.163831","高德直线约 1.94 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E6%9C%9B%E5%BE%B7%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%8D%97%E5%AE%81%E5%9B%AD%20%E5%8D%97%E5%AE%81%E8%B7%AF636%E5%8F%B7","64751426","4","8","康健路、习勤、薛家宅、科苑、九弄、中海、梓树园、月河、宾阳、馨汇南苑、公园道","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"15","徐汇","公办","公办","一级","瑞德幼儿园","长桥/汇成","楼园园","老沪闵路706弄37号","上海市徐汇区瑞德幼儿园(金塘部)","老沪闵路333弄70号","121.424046,31.147289","高德直线约 3.48 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E7%91%9E%E5%BE%B7%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%A5%BC%E5%9B%AD%E5%9B%AD%20%E8%80%81%E6%B2%AA%E9%97%B5%E8%B7%AF706%E5%BC%8437%E5%8F%B7","021-64234155","2","3","汇成一村、汇成二村、汇成三村、汇成四村、华东二、楼园、金牛、挹翠苑、罗城、光华、汇澜苑、金塘","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"15","徐汇","公办","公办","一级","瑞德幼儿园","长桥/汇成","金塘园","老沪闵路333弄70号","上海市徐汇区瑞德幼儿园(金塘部)","老沪闵路333弄70号","121.424046,31.147289","高德直线约 3.48 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E7%91%9E%E5%BE%B7%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E9%87%91%E5%A1%98%E5%9B%AD%20%E8%80%81%E6%B2%AA%E9%97%B5%E8%B7%AF333%E5%BC%8470%E5%8F%B7","54963078","2","3","汇成一村、汇成二村、汇成三村、汇成四村、华东二、楼园、金牛、挹翠苑、罗城、光华、汇澜苑、金塘","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"16","徐汇","公办","公办","一级","益思幼儿园","田林/漕河泾","东园","田林九村6号","上海市徐汇区益思幼儿园(东园)","田林九村6号","121.421545,31.172257","高德直线约 3.98 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E7%9B%8A%E6%80%9D%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%9C%E5%9B%AD%20%E7%94%B0%E6%9E%97%E4%B9%9D%E6%9D%916%E5%8F%B7","64361935","1","2","田林一二村、田林五六七村、田林八九十村、田林十三村、田林十一村、千鹤三、爱建园、万科华尔兹、新苑一二、新苑三四、新苑五六七、田林十四村第一、田林十四村第二","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"16","徐汇","公办","公办","一级","益思幼儿园","田林/漕河泾","西园","宜山路701弄53号","上海市徐汇区益思幼儿园(西园)","宜山路701弄53号(桂林路地铁站4号口步行430米)","121.418573,31.173443","高德直线约 4.29 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E7%9B%8A%E6%80%9D%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E8%A5%BF%E5%9B%AD%20%E5%AE%9C%E5%B1%B1%E8%B7%AF701%E5%BC%8453%E5%8F%B7","64361935","1","2","田林一二村、田林五六七村、田林八九十村、田林十三村、田林十一村、千鹤三、爱建园、万科华尔兹、新苑一二、新苑三四、新苑五六七、田林十四村第一、田林十四村第二","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"17","徐汇","公办","公办","一级","樱花园幼儿园","康健/桂林","南园","百花街398号","高德地址坐标（非POI精确匹配）","上海市徐汇区百花街398号","121.412776,31.145908","高德直线约 4.55 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E6%A8%B1%E8%8A%B1%E5%9B%AD%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%8D%97%E5%9B%AD%20%E7%99%BE%E8%8A%B1%E8%A1%97398%E5%8F%B7","021-54181491","2","3","月季百藤、樱花园、茶花桂花、丁香迎春、玉兰园、寿益坊（海上华庭）、紫鹃园、紫薇园（牡丹园、玫瑰园）、金桂苑、紫荆党校","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"17","徐汇","公办","公办","一级","樱花园幼儿园","康健/桂林","北园","虹漕南路杨家桥88号","上海市徐汇区樱花园幼儿园(北园)","虹漕南路杨家桥88号","121.411201,31.162605","高德直线约 4.61 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E6%A8%B1%E8%8A%B1%E5%9B%AD%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%8C%97%E5%9B%AD%20%E8%99%B9%E6%BC%95%E5%8D%97%E8%B7%AF%E6%9D%A8%E5%AE%B6%E6%A1%A588%E5%8F%B7","54362050","2","3","月季百藤、樱花园、茶花桂花、丁香迎春、玉兰园、寿益坊（海上华庭）、紫鹃园、紫薇园（牡丹园、玫瑰园）、金桂苑、紫荆党校","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"18","徐汇","公办","公办","二级","长海幼儿园","康健/桂林","本部","桂林西街15弄2号","上海市徐汇区长海幼儿园","桂林西街15弄2号","121.415823,31.155405","高德直线约 4.11 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E9%95%BF%E6%B5%B7%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E6%A1%82%E6%9E%97%E8%A5%BF%E8%A1%9715%E5%BC%842%E5%8F%B7","54208285","混龄式招生","2","长顺海、长虹坊、长青坊、长丰坊、长兴坊、师大新村、桂康","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"19","徐汇","公办","公办","二级","康沁幼儿园","康健/桂林","本部","桂林西街151弄20号甲","上海市徐汇区康沁幼儿园","桂林西街151弄20号甲","121.421715,31.151763","高德直线约 3.59 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E5%BA%B7%E6%B2%81%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E6%A1%82%E6%9E%97%E8%A5%BF%E8%A1%97151%E5%BC%8420%E5%8F%B7%E7%94%B2","54363105","混龄式招生","2","寿昌山、寿祥坊、寿益坊（寿益坊、桂林西街101弄）、康乐、桂二、冠生园、康宁馨、康强海（康强坊）","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"20","徐汇","公办","公办","一级","长桥第一幼儿园","长桥","本部","长桥一村56号","上海市徐汇区长桥第一幼儿园","长桥一村56号","121.437856,31.136245","高德直线约 3.01 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E9%95%BF%E6%A1%A5%E7%AC%AC%E4%B8%80%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E9%95%BF%E6%A1%A5%E4%B8%80%E6%9D%9156%E5%8F%B7","64100149","混龄式招生","2","长桥一村、长桥五村（书香逸居、长桥五村）、闵朱、舒城","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"21","徐汇","公办","公办","一级","长桥第二幼儿园","长桥/凌云","凌云园","梅陇十一村97号","上海市徐汇区长桥第二幼儿园(凌云园)","梅陇十一村97号","121.427022,31.131789","高德直线约 4.09 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E9%95%BF%E6%A1%A5%E7%AC%AC%E4%BA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%87%8C%E4%BA%91%E5%9B%AD%20%E6%A2%85%E9%99%87%E5%8D%81%E4%B8%80%E6%9D%9197%E5%8F%B7","34318987","2","4","长桥新村一、长桥新二村、长桥七村、兴荣苑、和平、龙州、梅陇十一第一、梅陇十一第二、陇南、闵秀","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"21","徐汇","公办","公办","一级","长桥第二幼儿园","长桥/凌云","长桥园","长桥二村34号","上海市徐汇区长桥第二幼儿园(长桥园)","长桥二村34号","121.441523,31.137059","高德直线约 2.72 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E9%95%BF%E6%A1%A5%E7%AC%AC%E4%BA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E9%95%BF%E6%A1%A5%E5%9B%AD%20%E9%95%BF%E6%A1%A5%E4%BA%8C%E6%9D%9134%E5%8F%B7","64102557","2","4","长桥新村一、长桥新二村、长桥七村、兴荣苑、和平、龙州、梅陇十一第一、梅陇十一第二、陇南、闵秀","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"22","徐汇","公办","公办","一级","长桥第三幼儿园","长桥","长桥园","长桥三村124号","上海市徐汇区长桥第三幼儿园(长桥园)","长桥三村124号","121.441011,31.134607","高德直线约 2.97 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E9%95%BF%E6%A1%A5%E7%AC%AC%E4%B8%89%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E9%95%BF%E6%A1%A5%E5%9B%AD%20%E9%95%BF%E6%A1%A5%E4%B8%89%E6%9D%91124%E5%8F%B7","64102397","2","5","长桥三村一、长桥三村二（长桥三村东区）、长桥八村、平福、长桥四村","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"22","徐汇","公办","公办","一级","长桥第三幼儿园","长桥","平福园","上中路483弄32号","上海市徐汇区长桥第三幼儿园(平福园)","上中路483弄32号","121.448286,31.140012","高德直线约 2.09 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E9%95%BF%E6%A1%A5%E7%AC%AC%E4%B8%89%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%B9%B3%E7%A6%8F%E5%9B%AD%20%E4%B8%8A%E4%B8%AD%E8%B7%AF483%E5%BC%8432%E5%8F%B7","64102397","2","5","长桥三村一、长桥三村二（长桥三村东区）、长桥八村、平福、长桥四村","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"23","徐汇","公办","公办","一级","园南幼儿园","长桥/园南","本部","龙川北路园南一村27号","上海市徐汇区园南幼儿园","园南一村27号","121.440190,31.141129","高德直线约 2.47 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E5%9B%AD%E5%8D%97%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E9%BE%99%E5%B7%9D%E5%8C%97%E8%B7%AF%E5%9B%AD%E5%8D%97%E4%B8%80%E6%9D%9127%E5%8F%B7","64763190","1","3","园南一村、园南二村、园南三村、汇成五村、华东一","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
"24","徐汇","公办","公办","示范园","梅陇幼儿园","凌云/梅陇","嘉川园","梅陇四村56号甲","上海市徐汇区梅陇幼儿园(嘉川园)","梅陇四村56号甲","121.421073,31.137521","高德直线约 4.18 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BE%90%E6%B1%87%E5%8C%BA%20%E6%A2%85%E9%99%87%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%98%89%E5%B7%9D%E5%9B%AD%20%E6%A2%85%E9%99%87%E5%9B%9B%E6%9D%9156%E5%8F%B7%E7%94%B2","64100015","2","5","梅三、梅六、梅苑一、梅苑二、凌云、梅四、理工一、理工二、华理苑、书香苑、家乐苑、阳光（阳光新景）","固定对口","A","","上海本地宝《2026徐汇区幼儿园招生对口地段及招生计划班级数》，2026-04-15：https://m.sh.bendibao.com/edu/305291.html；上海本地宝《上海市徐汇区公办幼儿园名单一览》，内容来源标注为上海学前教育网，2024-03-25：https://m.sh.bendibao.com/edu/284155.html"
